timestamp,source,emotion,video_filename
2025-07-01T15:56:48.567568,video,NEUTRAL,happy.mp4
2025-07-01T15:56:48.642628,video,HAPPY,happy.mp4
2025-07-01T15:56:48.720644,video,HAPPY,happy.mp4
2025-07-01T15:56:48.794419,video,HAPPY,happy.mp4
2025-07-01T15:56:48.866278,video,HAPPY,happy.mp4
2025-07-01T15:56:48.939499,video,HAPPY,happy.mp4
2025-07-01T15:56:49.010956,video,HAPPY,happy.mp4
2025-07-01T15:56:49.084644,video,HAPPY,happy.mp4
2025-07-01T15:56:49.161113,video,HAPPY,happy.mp4
2025-07-01T15:56:49.238099,video,HAPPY,happy.mp4
2025-07-01T15:56:49.310790,video,HAPPY,happy.mp4
2025-07-01T15:56:49.384921,video,HAPPY,happy.mp4
2025-07-01T15:56:49.456018,video,HAPPY,happy.mp4
2025-07-01T15:56:49.526132,video,HAPPY,happy.mp4
2025-07-01T15:56:49.598867,video,HAPPY,happy.mp4
2025-07-01T15:56:49.673035,video,HAPPY,happy.mp4
2025-07-01T15:56:49.745333,video,HAPPY,happy.mp4
2025-07-01T15:56:49.818937,video,HAPPY,happy.mp4
2025-07-01T15:56:49.925990,video,HAPPY,happy.mp4
2025-07-01T15:56:49.925990,video,NEUTRAL,happy.mp4
2025-07-01T15:56:50.004356,video,HAPPY,happy.mp4
2025-07-01T15:56:50.110390,video,HAPPY,happy.mp4
2025-07-01T15:56:50.110390,video,NEUTRAL,happy.mp4
2025-07-01T15:56:50.183733,video,HAPPY,happy.mp4
2025-07-01T15:56:50.255995,video,HAPPY,happy.mp4
2025-07-01T15:56:50.328642,video,HAPPY,happy.mp4
2025-07-01T15:56:50.432462,video,HAPPY,happy.mp4
2025-07-01T15:56:50.432462,video,NEUTRAL,happy.mp4
2025-07-01T15:56:50.504350,video,HAPPY,happy.mp4
2025-07-01T15:56:50.575647,video,HAPPY,happy.mp4
2025-07-01T15:56:50.646329,video,HAPPY,happy.mp4
